1,0107,1,7
1,0206,2,6
1,0305,3,5
1,0404,4,4
1,0503,5,3
1,0602,6,2
1,0701,7,1
1,0108,1,8
1,0207,2,7
1,0306,3,6
1,0405,4,5
1,0504,5,4
1,0603,6,3
1,0702,7,2
1,0801,8,1
1,0208,2,8
1,0307,3,7
1,0406,4,6
1,0505,5,5
1,0604,6,4
1,0703,7,3
1,0802,8,2
1,0209,2,9
1,0308,3,8
1,0407,4,7
1,0506,5,6
1,0605,6,5
1,0704,7,4
1,0803,8,3
1,0902,9,2
1,0309,3,9
1,0408,4,8
1,0507,5,7
1,0606,6,6
1,0705,7,5
1,0804,8,4
1,0903,9,3
1,0310,3,10
1,0409,4,9
1,0508,5,8
1,0607,6,7
1,0706,7,6
1,0805,8,5
1,0904,9,4
1,1003,10,3
1,0410,4,10
1,0509,5,9
1,0608,6,8
1,0707,7,7
1,0806,8,6
1,0905,9,5
1,1004,10,4
1,0411,4,11
1,0510,5,10
1,0609,6,9
1,0708,7,8
1,0807,8,7
1,0906,9,6
1,1005,10,5
1,1104,11,4
1,0511,5,11
1,0610,6,10
1,0709,7,9
1,0808,8,8
1,0907,9,7
1,1006,10,6
1,1105,11,5
1,0512,5,12
1,0611,6,11
1,0710,7,10
1,0809,8,9
1,0908,9,8
1,1007,10,7
1,1106,11,6
1,1205,12,5
1,0612,6,12
1,0711,7,11
1,0810,8,10
1,0909,9,9
1,1008,10,8
1,1107,11,7
1,1206,12,6
1,0613,6,13
1,0712,7,12
1,0811,8,11
1,0910,9,10
1,1009,10,9
1,1108,11,8
1,1207,12,7
1,1306,13,6
1,0713,7,13
1,0812,8,12
1,0911,9,11
1,1010,10,10
1,1109,11,9
1,1208,12,8
1,1307,13,7
1,0714,7,14
1,0813,8,13
1,0912,9,12
1,1011,10,11
1,1110,11,10
1,1209,12,9
1,1308,13,8
1,1407,14,7
1,0814,8,14
1,0913,9,13
1,1012,10,12
1,1111,11,11
1,1210,12,10
1,1309,13,9
1,1408,14,8
1,0815,8,15
1,0914,9,14
1,1013,10,13
1,1112,11,12
1,1211,12,11
1,1310,13,10
1,1409,14,9
1,1508,15,8
1,0915,9,15
1,1014,10,14
1,1113,11,13
1,1212,12,12
1,1311,13,11
1,1410,14,10
1,1509,15,9
1,0916,9,16
1,1015,10,15
1,1114,11,14
1,1213,12,13
1,1312,13,12
1,1411,14,11
1,1510,15,10
1,1609,16,9
1,1016,10,16
1,1115,11,15
1,1214,12,14
1,1313,13,13
1,1412,14,12
1,1511,15,11
1,1610,16,10
1,1017,10,17
1,1116,11,16
1,1215,12,15
1,1314,13,14
1,1413,14,13
1,1512,15,12
1,1611,16,11
1,1710,17,10
1,1117,11,17
1,1216,12,16
1,1315,13,15
1,1414,14,14
1,1513,15,13
1,1612,16,12
1,1711,17,11
1,1118,11,18
1,1217,12,17
1,1316,13,16
1,1415,14,15
1,1514,15,14
1,1613,16,13
1,1712,17,12
1,1811,18,11
1,1218,12,18
1,1317,13,17
1,1416,14,16
1,1515,15,15
1,1614,16,14
1,1713,17,13
1,1812,18,12
1,1219,12,19
1,1318,13,18
1,1417,14,17
1,1516,15,16
1,1615,16,15
1,1714,17,14
1,1813,18,13
1,1912,19,12
1,1319,13,19
1,1418,14,18
1,1517,15,17
1,1616,16,16
1,1715,17,15
1,1814,18,14
1,1913,19,13
1,1320,13,20
1,1419,14,19
1,1518,15,18
1,1617,16,17
1,1716,17,16
1,1815,18,15
1,1914,19,14
1,2013,20,13
1,1420,14,20
1,1519,15,19
1,1618,16,18
1,1717,17,17
1,1816,18,16
1,1915,19,15
1,2014,20,14
1,1421,14,21
1,1520,15,20
1,1619,16,19
1,1718,17,18
1,1817,18,17
1,1916,19,16
1,2015,20,15
1,2114,21,14
1,1521,15,21
1,1620,16,20
1,1719,17,19
1,1818,18,18
1,1917,19,17
1,2016,20,16
1,2115,21,15
1,1522,15,22
1,1621,16,21
1,1720,17,20
1,1819,18,19
1,1918,19,18
1,2017,20,17
1,2116,21,16
1,2215,22,15
1,1622,16,22
1,1721,17,21
1,1820,18,20
1,1919,19,19
1,2018,20,18
1,2117,21,17
1,2216,22,16
1,1623,16,23
1,1722,17,22
1,1821,18,21
1,1920,19,20
1,2019,20,19
1,2118,21,18
1,2217,22,17
1,2316,23,16
1,1723,17,23
1,1822,18,22
1,1921,19,21
1,2020,20,20
1,2119,21,19
1,2218,22,18
1,2317,23,17
1,1724,17,24
1,1823,18,23
1,1922,19,22
1,2021,20,21
1,2120,21,20
1,2219,22,19
1,2318,23,18
1,2417,24,17
1,1824,18,24
1,1923,19,23
1,2022,20,22
1,2121,21,21
1,2220,22,20
1,2319,23,19
1,2418,24,18
1,1825,18,25
1,1924,19,24
1,2023,20,23
1,2122,21,22
1,2221,22,21
1,2320,23,20
1,2419,24,19
1,2518,25,18
1,1925,19,25
1,2024,20,24
1,2123,21,23
1,2222,22,22
1,2321,23,21
1,2420,24,20
1,2519,25,19
1,1926,19,26
1,2025,20,25
1,2124,21,24
1,2223,22,23
1,2322,23,22
1,2421,24,21
1,2520,25,20
1,2619,26,19
1,2026,20,26
1,2125,21,25
1,2224,22,24
1,2323,23,23
1,2422,24,22
1,2521,25,21
1,2620,26,20
1,2027,20,27
1,2126,21,26
1,2225,22,25
1,2324,23,24
1,2423,24,23
1,2522,25,22
1,2621,26,21
1,2720,27,20
1,2127,21,27
1,2226,22,26
1,2325,23,25
1,2424,24,24
1,2523,25,23
1,2622,26,22
1,2721,27,21
1,2128,21,28
1,2227,22,27
1,2326,23,26
1,2425,24,25
1,2524,25,24
1,2623,26,23
1,2722,27,22
1,2821,28,21
1,2228,22,28
1,2327,23,27
1,2426,24,26
1,2525,25,25
1,2624,26,24
1,2723,27,23
1,2822,28,22
